question	answer	class
In the US its 911 in the UK 999 what in Australia	Cow Yak cross	0
In the US its 911 in the UK 999 what in Australia	Elephants	0
Life Love Cows French translation of which film	City Slickers	1
Life Love Cows French translation of which film	Lorne Green	0
Life Love Cows French translation of which film	Chaste	0
Life Love Cows French translation of which film	Monica	0
Which language never have spelling contests - spell as sounded	Russian	1
Which language never have spelling contests - spell as sounded	Skiing	0
Which language never have spelling contests - spell as sounded	Sulphuric	0
Which language never have spelling contests - spell as sounded	Jackson Pollock	0
Which 80s song is still the most requested at US weddings	Endless love	1
Which 80s song is still the most requested at US weddings	Times Square - NY	0
Which 80s song is still the most requested at US weddings	Dahlia	0
Which 80s song is still the most requested at US weddings	Hair Drier	0
In heraldry a lybbard is a lion panther cross symbolising what	Wildness	1
In heraldry a lybbard is a lion panther cross symbolising what	Showboat	0
In heraldry a lybbard is a lion panther cross symbolising what	Isaac Newton	0
In heraldry a lybbard is a lion panther cross symbolising what	Catholic Church	0
What did Teddy Roosevelt ban from the White House	Christmas trees	1
What did Teddy Roosevelt ban from the White House	Chestnut	0
What did Teddy Roosevelt ban from the White House	Vaseline	0
What did Teddy Roosevelt ban from the White House	Smoke	0
Naturally we got to find a place called Fuka - Where	Zaire	1
Naturally we got to find a place called Fuka - Where	Rudyard Kipling	0
Naturally we got to find a place called Fuka - Where	His favourite dog	0
Naturally we got to find a place called Fuka - Where	Real teeth	0
Name actor called The voice of Canada - had 1964 hit Ringo	Lorne Green	1
Name actor called The voice of Canada - had 1964 hit Ringo	Triple Jump	0
Name actor called The voice of Canada - had 1964 hit Ringo	Moustaches	0
Name actor called The voice of Canada - had 1964 hit Ringo	San Marino 301 ad	0
Only Hawaii, Utah and Tennessee dont have some form of what	Legal gambling	1
Only Hawaii, Utah and Tennessee dont have some form of what	New Dawn Rose	0
Only Hawaii, Utah and Tennessee dont have some form of what	Hazelnuts	0
Only Hawaii, Utah and Tennessee dont have some form of what	Grow a Beard	0
Until 1965 what was illegal for Connecticut married couples	Contraception	1
Until 1965 what was illegal for Connecticut married couples	Grey hair	0
Until 1965 what was illegal for Connecticut married couples	Plato	0
Until 1965 what was illegal for Connecticut married couples	Fertility and Marriage	0
A can of orange crush appears on every episode what TV series	ER	1
A can of orange crush appears on every episode what TV series	Smallest butterfly	0
A can of orange crush appears on every episode what TV series	Churches	0
A can of orange crush appears on every episode what TV series	Taiwan's	0
What town has the highest post office in the US	Climax Colorado	1
What town has the highest post office in the US	Poetry	0
What town has the highest post office in the US	Gorilla	0
What town has the highest post office in the US	Going Mad	0
What is the most varied species on the planet	Domesticated dog	1
What is the most varied species on the planet	Orange Award	0
What is the most varied species on the planet	Pandora	0
What is the most varied species on the planet	Limestone	0
Police Academy got its theme song from which other film	Patton	1
Police Academy got its theme song from which other film	Titanic	0
Police Academy got its theme song from which other film	Jackie Stuart	0
Police Academy got its theme song from which other film	Benson Dubois	0
Which US states constitution was the first to prohibit slavery	Vermont	1
Which US states constitution was the first to prohibit slavery	War and Peace	0
Which US states constitution was the first to prohibit slavery	Age of Pisces	0
Which US states constitution was the first to prohibit slavery	A Sixteenth	0
In Peter and the Wolf what instrument represents the cat	The Clarinet	1
In Peter and the Wolf what instrument represents the cat	False Teeth	0
In Peter and the Wolf what instrument represents the cat	Bandages on hands	0
In Peter and the Wolf what instrument represents the cat	Blue	0
Where would you find bead wires wrapping and sipes	On Tyres	1
Where would you find bead wires wrapping and sipes	Orgasm	0
Where would you find bead wires wrapping and sipes	Dried meat	0
Where would you find bead wires wrapping and sipes	Onion	0
Brian Eno created which sound	Windows 95 start-up	1
Brian Eno created which sound	Your Sex - in athletics	0
Brian Eno created which sound	Mrs Pyncheron	0
Brian Eno created which sound	Monkeys	0
What is produced using the Kroll process	Titanium	1
What is produced using the Kroll process	Flying Doctors	0
What is produced using the Kroll process	Weather Reports	0
What is produced using the Kroll process	Rudyard Kipling	0
Who first said "The Games Afoot"	William Shakespeare	1
Who first said "The Games Afoot"	Only Lightning	0
Who first said "The Games Afoot"	Miniature Golf	0
Who first said "The Games Afoot"	Haricot Beans	0
In France what kind of nuts are noisette	Hazelnuts	1
In France what kind of nuts are noisette	Daffodil	0
In France what kind of nuts are noisette	Dice	0
In France what kind of nuts are noisette	Penguin	0
A young what is called a squeaker	Pigeon	1
A young what is called a squeaker	Admiral Karl Donitz	0
A young what is called a squeaker	Take a shower	0
A young what is called a squeaker	Chocolate	0
June 1988 who's on covers Time, Life, People, and Sports Illustrated	Mike Tyson	1
June 1988 who's on covers Time, Life, People, and Sports Illustrated	Asbestos	0
June 1988 who's on covers Time, Life, People, and Sports Illustrated	A Hen	0
June 1988 who's on covers Time, Life, People, and Sports Illustrated	Charlie Chaplin	0
Which companies name translates as rising sun	Hitachi	1
Which companies name translates as rising sun	United Nations Flag	0
Which companies name translates as rising sun	Australia	0
Which companies name translates as rising sun	Wimbledon Tennis	0
What's unusual about the ink used to print money	It's magnetic	1
What's unusual about the ink used to print money	Heroin	0
What's unusual about the ink used to print money	Sheltered Harbour	0
What's unusual about the ink used to print money	St Pancreas	0
Elizabethan England what was Lift leg Dragons Milk Angel food	Names for Beer	1
Elizabethan England what was Lift leg Dragons Milk Angel food	Dadaism	0
Elizabethan England what was Lift leg Dragons Milk Angel food	Raquel Welch in 1979	0
Elizabethan England what was Lift leg Dragons Milk Angel food	Mead	0
The Necromancer in The Hobbit became who in later works	Sauron	1
The Necromancer in The Hobbit became who in later works	Egypt	0
The Necromancer in The Hobbit became who in later works	Prince Charles	0
The Necromancer in The Hobbit became who in later works	Pentagon	0
According to Playboy what is their Playmates greatest turn on	Music	1
According to Playboy what is their Playmates greatest turn on	Dental Caries	0
According to Playboy what is their Playmates greatest turn on	Tea	0
According to Playboy what is their Playmates greatest turn on	Cartoon strip Peanuts	0
And what's their greatest turn off	Egoists and liars	1
And what's their greatest turn off	An Oyster	0
And what's their greatest turn off	The Joshua Tree	0
And what's their greatest turn off	Wanderers	0
Canberra in Australia has 2 meanings meeting place and what	Female breasts	1
Canberra in Australia has 2 meanings meeting place and what	Let the Original stand	0
Canberra in Australia has 2 meanings meeting place and what	Saint Winifred's	0
Canberra in Australia has 2 meanings meeting place and what	Cambodian	0
Sterling Holloway was original voice of which Disney character	Winnie the Pooh	1
Sterling Holloway was original voice of which Disney character	The Young in Heart	0
Sterling Holloway was original voice of which Disney character	The Untouchables	0
Sterling Holloway was original voice of which Disney character	Jedi Knight	0
Name the knot used to shorten a rope without cutting it	Sheepshank	1
Name the knot used to shorten a rope without cutting it	Sequoia	0
Name the knot used to shorten a rope without cutting it	Channel No 5	0
Name the knot used to shorten a rope without cutting it	Labrador retriever	0
Fanny Crosby wrote over 8000 of these - what	Hymns	1
Fanny Crosby wrote over 8000 of these - what	Ashley	0
Fanny Crosby wrote over 8000 of these - what	Star shaped	0
Fanny Crosby wrote over 8000 of these - what	Harry Harrison	0
What was the first country to use postcards	Austria	1
What was the first country to use postcards	Volgagrad  Stalingrad	0
What was the first country to use postcards	Twelfth Night	0
What was the first country to use postcards	Milking a cow	0
What did Ed Peterson invent	Egg McMuffin	1
What did Ed Peterson invent	Fastnet	0
What did Ed Peterson invent	If - Rudyard Kipling	0
What did Ed Peterson invent	Bronze	0
What is the most consumed fruit in the US	Coffee Bean	1
What is the most consumed fruit in the US	Waltzing Matilda	0
What is the most consumed fruit in the US	Thin Strips	0
What is the most consumed fruit in the US	The praying mantis	0
Seth Wheeler patented it in 1871 - what	Wrapping Paper	1
Seth Wheeler patented it in 1871 - what	Read Road Signs	0
Seth Wheeler patented it in 1871 - what	Chickadees	0
Seth Wheeler patented it in 1871 - what	The Richenbach Falls	0
Which actor wore an old trenchcoat in one scene in all his films	David Niven	1
Which actor wore an old trenchcoat in one scene in all his films	Crocodiles	0
Which actor wore an old trenchcoat in one scene in all his films	Waiter	0
Which actor wore an old trenchcoat in one scene in all his films	Kookaburra	0
What did J Edgar Hoover call home of disease bribery rape 	Motels	1
What did J Edgar Hoover call home of disease bribery rape 	Upset 12 August 1919	0
What did J Edgar Hoover call home of disease bribery rape 	Merry Christmas	0
What did J Edgar Hoover call home of disease bribery rape 	Dog	0
What is the more common name for blue corundum	Sapphire	1
What is the more common name for blue corundum	King Lear	0
What is the more common name for blue corundum	Pensacola in Florida	0
What is the more common name for blue corundum	Cinema	0
The 42 string guitar is correctly called what	Pikasso guitar	1
The 42 string guitar is correctly called what	Fully cremate a corpse	0
The 42 string guitar is correctly called what	Harold Pinter	0
The 42 string guitar is correctly called what	A Shield	0
What is made in shapes called finger, petticoat and thistle	Scottish Shortbread	1
What is made in shapes called finger, petticoat and thistle	The Falcon	0
What is made in shapes called finger, petticoat and thistle	Xerox Photocopier	0
What is made in shapes called finger, petticoat and thistle	Housekeeper	0
What were the first tennis balls stuffed with	Human Hair	1
What were the first tennis balls stuffed with	Ganymede of Jupiter	0
What were the first tennis balls stuffed with	Is ( Is this the real life)	0
What were the first tennis balls stuffed with	Kinkajou	0
What did the US government call predawn vertical insertion	Invasion of Granada	1
What did the US government call predawn vertical insertion	Doctor Dolittle	0
What did the US government call predawn vertical insertion	Ashtray	0
What did the US government call predawn vertical insertion	Being	0
For what would you use zener cards	To test for ESP	1
For what would you use zener cards	Man (pedal) powered	0
For what would you use zener cards	Marriage	0
For what would you use zener cards	Silver	0
